"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"United States",,"2025-03-15",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","71",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Definitely not in “Excellent condition”. Small chip on the corner screen and both the power and silence buttons are sticky :// This is after I ordered one and the main speakers didn’t work. Now I would like to return this one but it’s a hassle to keep returning.","R4HUH19Q224JU",,,,,,,"Inaccurate Description","https://www.amazon.com/gp/customer-reviews/R4HUH19Q224JU","Reviewed in the United States on March 15, 2025","18003","429",,,"Service Provider: T-Mobile, Color: Green, Size: 128GB","B09LNW3CY2","Service Provider","T-Mobile","Color","Green","Size","128GB"
"United States",,"2025-02-28",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","72",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Para tomar fotos o videos con la cámara frontal, presenta un problema, se ve borroso al hacerle zoom del 1x en adelante. Hice los ajustes desde la configuración y no se solucionó. Lo demás funciona muy bien, pero la cámara es algo importante en el uso del teléfono.","RCNWHYHMTOWJT",,,,,,,"El zoom de la cámara frontal da las imágenes borrosas","https://www.amazon.com/gp/customer-reviews/RCNWHYHMTOWJT","Reviewed in the United States on February 28, 2025","18003","429",,,"Service Provider: Unlocked, Color: Midnight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Midnight","Size","128GB"
"United States",,"2025-01-28",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","73",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","It keeps having a box pop up asking me if I want to “transfer my data” from another device that is currently active..but I don’t have any other devices that are currently active! It won’t stop! It’s so annoying, especially in the middle of calls. Also, sometimes it notifies me of texts but other times it doesn’t. This was a birthday gift from my husband…I’m grateful, but would’ve rather he spend more for a better option","R3PPK05X12G5CE",,,,,,,"Some little issues","https://www.amazon.com/gp/customer-reviews/R3PPK05X12G5CE","Reviewed in the United States on January 28, 2025","18003","429",,,"Service Provider: Unlocked, Color: Green, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Green","Size","128GB"
"United States",,"2025-03-27",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","74",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Item came without a charger. There's evidence that the item was dropped a number of times. I'm afraid to turn it on.","RDGFFFY8M8P7Q",,,,,,,"Exterior exhibits multiple drops","https://www.amazon.com/gp/customer-reviews/RDGFFFY8M8P7Q","Reviewed in the United States on March 27, 2025","18003","429",,,"Service Provider: Unlocked, Color: Midnight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Midnight","Size","128GB"
"United States",,"2025-05-02",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","75",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Had scratches on the camera","R1RU3JSSQIH7O3",,,,,,,"Not excellent","https://www.amazon.com/gp/customer-reviews/R1RU3JSSQIH7O3","Reviewed in the United States on May 2, 2025","18003","429",,,"Service Provider: Unlocked, Color: Midnight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Midnight","Size","128GB"
"United States",,"2025-05-07",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","76",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Product was not as described.","R2DZV281K9P4VV","https://m.media-amazon.com/images/I/61-0oePxj7L._SY88.jpg","https://m.media-amazon.com/images/I/61Jh6ghWOdL._SY88.jpg","https://m.media-amazon.com/images/I/61Mr21XcPTL._SY88.jpg","https://m.media-amazon.com/images/I/61TF1ksp2EL._SY88.jpg",,,"Bad Product quality","https://www.amazon.com/gp/customer-reviews/R2DZV281K9P4VV","Reviewed in the United States on May 7, 2025","18003","429",,,"Service Provider: Unlocked, Color: Starlight, Size: 256GB","B09LNW3CY2","Service Provider","Unlocked","Color","Starlight","Size","256GB"
"United States",,"2025-03-02",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","77",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Scratched to hell, not excellent. But I need a phone and don't have time to return it as my iphone 12 broke. However Amazon gave me an additional 20% discount off the phone for the inconvenience, hence why it got 2 stars instead of 1.","R1QF6GUO3VVKKX",,,,,,,"Not excellent. Fair at best.","https://www.amazon.com/gp/customer-reviews/R1QF6GUO3VVKKX","Reviewed in the United States on March 2, 2025","18003","429",,,"Service Provider: Unlocked, Color: Midnight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Midnight","Size","128GB"
"United States",,"2025-03-07",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","78",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Battery health is only at 83% and phone is getting extremely hot when it’s charging. And a little update now the charger that came with it doesn’t work. I got this on the seventh today’s only the 11th.","RDILT2GTQNH67","https://m.media-amazon.com/images/I/71CPB1MO7jL._SY88.jpg",,,,,,"Wouldn’t recommend","https://www.amazon.com/gp/customer-reviews/RDILT2GTQNH67","Reviewed in the United States on March 7, 2025","18003","429",,,"Service Provider: Unlocked, Color: Starlight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Starlight","Size","128GB"
"United States",,"2025-05-08",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","79",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Phone was really scratched.","R3LDAYDLWWPMSL",,,,,,,"Phone scratched","https://www.amazon.com/gp/customer-reviews/R3LDAYDLWWPMSL","Reviewed in the United States on May 8, 2025","18003","429",,,"Service Provider: Unlocked, Color: Starlight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Starlight","Size","128GB"
"United States",,"2025-04-07",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","80",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","It took a week longer to deliver and the screen is not on correctly","R3PF5FXGB6T565",,,,,,,"iPhone 13","https://www.amazon.com/gp/customer-reviews/R3PF5FXGB6T565","Reviewed in the United States on April 7, 2025","18003","429",,,"Service Provider: Unlocked, Color: (PRODUCT)RED, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","(PRODUCT)RED","Size","128GB"
"United States",,"2025-04-08",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","81",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Great phone but came in the wrong color. I ordered green but got pink.","RCH0GJCOD9HXI",,,,,,,"Wrong color","https://www.amazon.com/gp/customer-reviews/RCH0GJCOD9HXI","Reviewed in the United States on April 8, 2025","18003","429",,,"Service Provider: Unlocked, Color: Green, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Green","Size","128GB"
"United States",,"2024-12-08",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","82",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","This was a horrible experience. I do not have a phone that works. So I saved money over the year to buy a new one. But when it came it wasn’t even good. Like the product suggested. They said it was checked by many people, but I think not. The phone is cracked. I also ordered it unlocked to have it transferred to my carrier. But it came locked, and it’s a very long process to get it unlocked. But even that I couldn’t do. So now I have to go through life with my broken phone.","R11G1UE2MLF78T","https://m.media-amazon.com/images/I/61+xetBuncL._SY88.jpg","https://m.media-amazon.com/images/I/61PNt--lqRL._SY88.jpg","https://m.media-amazon.com/images/I/61d5feJW7qL._SY88.jpg","https://m.media-amazon.com/images/I/71XAAlvexhL._SY88.jpg",,,"Not satisfied. Cracked. Locked. Not what I expected.","https://www.amazon.com/gp/customer-reviews/R11G1UE2MLF78T","Reviewed in the United States on December 8, 2024","18003","429",,,"Service Provider: Unlocked, Color: Midnight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Midnight","Size","128GB"
"United States",,"2025-03-15",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","83",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Was a great deal but I paid for “excellent condition” and it doesn’t look like EXCELLENT, it has some scratches on the screen and the frame, the battery condition is to low, I probably just return it or ask for a replacement","R34QN5LOH2UK3T","https://m.media-amazon.com/images/I/71MuG+xu4JL._SY88.jpg","https://m.media-amazon.com/images/I/812hgt-NkVL._SY88.jpg",,,,,"GOOD AND BAD","https://www.amazon.com/gp/customer-reviews/R34QN5LOH2UK3T","Reviewed in the United States on March 15, 2025","18003","429",,,"Service Provider: Unlocked, Color: Pink, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Pink","Size","128GB"
"United States",,"2025-03-20",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","84",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Pantalla despegada y bateria con problemas de carga, no puedo devolverlo porque estoy en venezuela me costaria mas que el precio del equipo.","RE51AG0HOWRKO","https://m.media-amazon.com/images/I/51gDJY3ldSL._SY88.jpg",,,,,,"Perdi el dinero.","https://www.amazon.com/gp/customer-reviews/RE51AG0HOWRKO","Reviewed in the United States on March 20, 2025","18003","429",,,"Service Provider: Unlocked, Color: Midnight, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Midnight","Size","128GB"
"United States",,"2025-03-09",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","85",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","This is a scam, it says it’s unlocked but it’s locked. And now I have to return it. Other than that I didnt even get to check out the phone yet bc I couldn’t transfer…","R2GWJ5ONE6LU10","https://m.media-amazon.com/images/I/71KiokGpkvL._SY88.jpg",,,,,,"This phone is not unlocked","https://www.amazon.com/gp/customer-reviews/R2GWJ5ONE6LU10","Reviewed in the United States on March 9, 2025","18003","429",,,"Service Provider: Unlocked, Color: Blue, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Blue","Size","128GB"
"United States",,"2025-02-27",,"twoStar","https://www.amazon.com/Apple-iPhone-13-128GB-Midnight/dp/B09LNW3CY2/ref=sr_1_1?crid=2V8AN6CDVTC4B&dib=eyJ2IjoiMSJ9.zJa_f2OBaWSo5Wx62dD8gNUFLmIlHVGMU6Q94N-ICaJgCnQKYOxSHwkHwiAB0i94XBmd81ck7EFB_RPEM3oc8PnZrExkD8oaON_gfYXxr6d0CknIjhi-FIMq8v21Ia7BHbyN2lgAIOUDXSnguq9a24MHaaW61n3alwXFsJRq4rvY0OnyV24T7xz81undVJa3-4_C6Uzth9vKXt0mcWflDMV44IxY-pvuUEd_7-Chqzg._lka7fJ8_KwCIcyTM7GBWt1dwOBOOXEw-hLy8DAH3YU&dib_tag=se&keywords=iphone%2B13&qid=1752791487&sprefix=iphone%2B13%2Bpr%2Caps%2C839&sr=8-1&th=1","false","true","86",,,"B09LNW3CY2","B09LNW3CY2","2","https://www.amazon.com/product-reviews/B09LNW3CY2?pageNumber=1&filterByStar=two_star&sortBy=helpful&formatType=all_formats&asin=B09LNW3CY2&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Battery life only 79%! - this is not the renewed optimal iPhone 13 that I would expect. I’m waiting for the seller to get back to me and will post additional review.","RT4LB46MT01QT",,,,,,,"Battery life problem","https://www.amazon.com/gp/customer-reviews/RT4LB46MT01QT","Reviewed in the United States on February 27, 2025","18003","429",,,"Service Provider: Unlocked, Color: Blue, Size: 128GB","B09LNW3CY2","Service Provider","Unlocked","Color","Blue","Size","128GB"
