"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"United States",,"2024-03-26",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","42",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The phone is working good in a great condition. But the charger is not working at all.","R2PQIW8RH4GQJ4",,,,,,,,,,,,"The charger","https://www.amazon.com/gp/customer-reviews/R2PQIW8RH4GQJ4","Reviewed in the United States on March 26, 2024","1575","50",,,"Service Provider: Unlocked, Color: White Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","White Titanium","Size","128GB"
"United States",,"2024-03-20",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","43",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The phone looked good appeared to work well. Dislike could not unlock it to use.","RENBUUXTLA5CJ",,,,,,,,,,,"2","Locked","https://www.amazon.com/gp/customer-reviews/RENBUUXTLA5CJ","Reviewed in the United States on March 20, 2024","1575","50",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"United States",,"2024-12-28",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","false","44",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The Chinese was h the charger. It was a regular android charger inside. The old android. This phone has a c port charger. It was also logged into someone else’s iCloud account.","R3NSPWH7W9ALDJ",,,,,,,,,,,,"Missing parts.","https://www.amazon.com/gp/customer-reviews/R3NSPWH7W9ALDJ","Reviewed in the United States on December 28, 2024","1575","50",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"United States",,"2024-11-29",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","false","45",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The quality is great","R3M1Y5NJFQD400",,,,,,,,,,,,"I haven’t bought it yet","https://www.amazon.com/gp/customer-reviews/R3M1Y5NJFQD400","Reviewed in the United States on November 29, 2024","1575","50",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 1TB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","1TB"
"United States",,"2024-05-24",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","false","46",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I’m satisfied with the phone it’s perfect exactly what I wanted! The shipped was BS when I order it, it said it would be delivered Tuesday which it was delivered Tuesday. However the next day it said if I ordered it, it would be delivered Tomorrow and I had to wait a week…. Other than that I’m fully satisfied!","RPASQTYGDK25X",,,,,,,,,,,,"Bad Shipping","https://www.amazon.com/gp/customer-reviews/RPASQTYGDK25X","Reviewed in the United States on May 24, 2024","1575","50",,,"Service Provider: Unlocked, Color: Natural Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Natural Titanium","Size","256GB"
"Canada",,"2024-11-30",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","47",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Good deal, but has wear and tear even for excellent. Dont think you’re getting a new device like I did","R1MVU23EDQMMFI",,,,,,,,,,,,"frame was chipped","https://www.amazon.com/gp/customer-reviews/R1MVU23EDQMMFI","Reviewed in Canada on November 30, 2024","1575","50",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","256GB"
"Canada",,"2025-02-04",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","48",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","It didn't come with a sim card tray and I had to spend an extra CAD21 to convert from a physical sim to an e-sim. However in the product description it says you can insert yoir sim into the phone","R2VSKGENY8A0YB","https://m.media-amazon.com/images/I/71liisV+qfL._SY88.jpg",,,,,,,,,,,"No sim card tray","https://www.amazon.com/gp/customer-reviews/R2VSKGENY8A0YB","Reviewed in Canada on February 4, 2025","1575","50",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","128GB"
"Canada",,"2024-11-27",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","49",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Phone came in a not original box with a usb to usb c cable, came out of the box with visible deep scratches that were hidden under a cheap screen protector which I originally thought was just a hair, scratches to the titanium on the side and the back glass. Came with 92% battery life. The phone is good, but the “renewed” part is hard to believe since it claims no visible scratches at 30cm and I could easily see the scratches from more than that distance away","R3TO2V13J8VCKX",,,,,,,,,,,,"Big scratches in screen","https://www.amazon.com/gp/customer-reviews/R3TO2V13J8VCKX","Reviewed in Canada on November 27, 2024","1575","50",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"Canada",,"2025-03-29",,"threeStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","50",,,"B0CMYXFK3R","B0CMYXFK3R","3","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=three_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The phone touch screen does not work properly. You have to press very hard. The camera quality gets worse after a couple of weeks","R1W2481JTA0IV2",,,,,,,,,,,,"Ok phone","https://www.amazon.com/gp/customer-reviews/R1W2481JTA0IV2","Reviewed in Canada on March 29, 2025","1575","50",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"United States",,"2025-03-30",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","1",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","This is the 5th time I’ve posted this review as for some reason Amazon keeps removing an honest review. TLDR: I wouldn’t recommend purchasing given quality of phone (scratched/poor battery health for price point) as well as customer service from the seller. I bought the iPhone 15 Pro in excellent condition for $770 from BuySpry, and there were already issues with the phone arriving late when my current phone had died due to the battery in the cold. The phone that arrived had numerous scratches on the display hidden by a screen protector (which seems to be a pattern based on other reviews shown), dirt/debris in the charging port, as well as a battery with 91% health and 320+ battery cycles already used. I was surprised given the number of reviews for excellent phones with 95%+ health and low battery cycles. Further, scratches on the display do NOT qualify as Excellent/Good quality phones according to Amazon Renewed guidelines. The real issue came when trying to resolve with the seller. Each response took 1-2 days with constant follow up on my end, and mind you I did not have a functional phone at this point. They refused to do a partial refund, and eventually also refused to send a replacement phone, stating that “there was no availability left.” I attached a screenshot I took the very next day, which showed that indeed I could receive a phone from the same seller by next day delivery. Overall I experienced a lack of empathy/basic customer service. Would not recommend given the hassle and overall experience. I’ve been dedicated to posting an honest review for potential buyers of all that happened in the 2 weeks it took to get this resolved, and even getting this post approved/posted has been trying to say the least.","R1F73KGKUCPVV9",,,,,,,,,,,"29","Low quality phone and purchasing experience","https://www.amazon.com/gp/customer-reviews/R1F73KGKUCPVV9","Reviewed in the United States on March 30, 2025","1575","150",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"United States",,"2025-05-23",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","2",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I would never recommend this. I purchased an iPhone 15 Pro Max 512GB, and initially, everything appeared to be in perfect condition. However, I soon started experiencing issues with location services. At first, I thought it was a problem with the Maps app, so I tried using other navigation apps — but the same frustrating issue persisted. Eventually, I realized the problem was with the phone itself, not the apps. I hoped a software update might resolve it, assuming it was a software glitch, but even after updates, the issue remained. It’s clearly a problem with the phone’s location services. I contacted the dealer, but they informed me that the return window had passed and there was nothing they could do. If you're considering buying a phone from here, be cautious — some issues might not be immediately obvious. Now, I’m forced to carry my old phone just to use maps, which is incredibly frustrating as I travel frequently. I’ll likely need to replace this phone entirely, which means spending even more money. To the seller: please ensure that all devices are thoroughly checked before being sold. This experience has been very disappointing.","R1C8SLBSW8H4EH",,,,,,,,,,,"7","I would never recommend this.","https://www.amazon.com/gp/customer-reviews/R1C8SLBSW8H4EH","Reviewed in the United States on May 23, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 512GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","512GB"
"United States",,"2025-06-21",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","3",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Battery problems from Day One. Phone goes from working fine with battery charged at 60+% to 1% and goes into a reboot cycle. I’m having to carry a back up phone for when this happens. When I leave it alone and don’t use it or charge it for about two hours it returns to normal. When it shows 1% it also has the message in the screen shot I attached. It has also had the message that the battery is not an Apple iPhone battery. When it works those messages go away. Phone looks good and works great except when it doesn’t. The only solution offered is return the phone. So I have to buy another phone, so that I can work, move the data to that phone, and wait for my refund. Why can’t they send me a new working phone 1st and let send the broken one back after. DON’T Buy phones on Amazon!","R2RCKR7XFX07BL","https://m.media-amazon.com/images/I/61-wTLQIllL._SY88.jpg",,,,,,,,,,,"Do Not Buy a Phone from Amazon!","https://www.amazon.com/gp/customer-reviews/R2RCKR7XFX07BL","Reviewed in the United States on June 21, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 1TB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","1TB"
"United States",,"2025-01-26",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","4",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I ordered a “like new” 15 pro from Amazon Resale. The screen and the rest of the phone appeared to be free from scratches and looked nice. The phone arrived with a completely dead battery. Once I charged it with my Apple charger I was greeted with the hello screen but was unable to get past it. The screen seemed to barely respond to touch input and would only briefly flash a password screen for a fraction of a second. I was also not able to bring up the slider to turn the phone off. I was able to get the phone to restart with volume up, volume down and holding power but I never could get it to shutdown. Also, the back of the phone was unusually warm the entire time it was on. Amazon should at least verify that a phone powers on and off before labeling it “like new”. UPDATE - After returning the first Iphone 15 Pro, I ordered another one from Amazon Resale. This time they sent me a iPhone 12 pro 512mb when I had ordered a iPhone 15 Pro 1TB. I thought that a returned phone would go through some basic checks before being sent to customers but that does not seem to be the case based on my experiences. I will not be ordering another phone from Amazon resale. I have been mostly happy with the other items I have ordered from Amazon Resale but this has been a very frustrating experience.","R23GTEVCMNCGCU",,,,,,,,,,,"40","Don't order a phone from Amazon Resale","https://www.amazon.com/gp/customer-reviews/R23GTEVCMNCGCU","Reviewed in the United States on January 26, 2025","1575","150",,,"Service Provider: Unlocked, Color: Natural Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Natural Titanium","Size","128GB"
"United States",,"2025-06-21",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","5",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I bought this phone back in February. It was seemingly fine, I’m pretty sure the screen is aftermarket, didn’t bother me. But I went to use the back camera and can hear hardware moving around in the phone, it would vibrate when focusing and wasn’t working. It would blur almost all images. Sometimes, not capture them. I contacted them and tried to get it replaced with the 90 day warranty, they asked I send it back to them which would leave me without a phone, while I paid, for god knows how long. I was able to have the camera replaced for $200 at the ubreakifix company. However that basically just leaves you with the cost of a new iPhone. Just buy it new. Not worth this","RIFNPQE4C62JO",,,,,,,,,,,,"Camera was damaged and the 90 warranty is not easy","https://www.amazon.com/gp/customer-reviews/RIFNPQE4C62JO","Reviewed in the United States on June 21, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","256GB"
