"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"United States",,"2025-05-24",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","29",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","i purchased the “excellent condition” and it was scratched and the battery percentage was i at 80%. do not recommend, im currently waiting on the refund, which is delayed. very disappointed.","R3D894MY99HFUS",,,,,,,,,,,,"DO NOT BUY, the condition they say is not accurate.","https://www.amazon.com/gp/customer-reviews/R3D894MY99HFUS","Reviewed in the United States on May 24, 2025","1575","150",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"United States",,"2025-04-15",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","30",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Package was not delivered when it was supposed to be. It was 4 days late arriving. iPhone showed up in a generic brown box wrapped in bubble wrap that was damaged. Phone charger was was not a iPhone approved charger but rather a generic charging cable. I would have expected for this amount of money it would have come in the Apple box with an apple charger.","R1OAEW1PM5I6IR",,,,,,,,,,,,"Not what one would expect","https://www.amazon.com/gp/customer-reviews/R1OAEW1PM5I6IR","Reviewed in the United States on April 15, 2025","1575","150",,,"Service Provider: T-Mobile, Color: Blue Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","T-Mobile","Color","Blue Titanium","Size","128GB"
"United States",,"2024-11-10",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","31",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","i know what you’re thinking, read the reviews, take your chances, and hopefully it’ll work out. that’s what i did too. i saw the bad reviews and the good ones and took a chance. well i’m here to say DONT DO WHAT I DID. i got the phone and started setting it up. had issues with it from the beginning but just thought it was my internet. kept trying to set it up and kept getting to the same part—the software update. it wouldn’t update, just kept loading. i even left it for hours and it did nothing. but now my service was transferred so i had to go through a whole long process to get it transferred back to my old phone. all in all, a HORRIBLE experience with this “refurbished phone”. DONT DO IT. save your money, time, and mental wellness.","RMN5WENUE7JZG",,,,,,,,,,,"13","don’t do it!!","https://www.amazon.com/gp/customer-reviews/RMN5WENUE7JZG","Reviewed in the United States on November 10, 2024","1575","150",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"United States",,"2025-03-08",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","32",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I regret buying the iPhone 15 Pro. From day one, it had major issues—constant screen freezing, overheating to the point of being uncomfortable to hold, and random glitches. After a short time, the screen completely stopped working. To make things worse, the so-called ""warranty"" is a joke. It barely lasts, and they find excuses not to cover the damage when you need it. This phone feels like a defective one. Save yourself the frustration and avoid this product disaster! NEVER BUY THIS. GO DIRECTLY TO APPLE","R1WZM3WRRB3WI3","https://m.media-amazon.com/images/I/71bMXxddAgL._SY88.jpg",,,,,,,,,,"5","Worst Purchase Ever – Overheats, Freezes, and Useless Warranty!","https://www.amazon.com/gp/customer-reviews/R1WZM3WRRB3WI3","Reviewed in the United States on March 8, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","128GB"
"United States",,"2025-04-08",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","33",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","The iPhone was advertised as excellent condition, but the microphone on the back of the phone is damaged. It sounds as if it were underwater. I will have to send it back for a refund. It is unacceptable to advertise this phone as excellent condition with an essential part not working properly. This was the main reason for my upgrade. Completely disappointed.","RPTXIDLR75Y7Z",,,,,,,,,,,"3","Damaged product","https://www.amazon.com/gp/customer-reviews/RPTXIDLR75Y7Z","Reviewed in the United States on April 8, 2025","1575","150",,,"Service Provider: Unlocked, Color: Natural Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Natural Titanium","Size","256GB"
"United States",,"2024-09-23",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","34",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","iPhone 15 Pro I purchased was tied to another AT&T payment plan and could not be authorized to use with my account. AT&T was unable to help, they basically brick these phones and said the only way around this issue was to have the original party who owned the phone pay off their balance. The seller offered no troubleshooting steps, just told me to return the phone. Problem is, the prices of these refurbished phones fluctuate for each device so I cannot purchase another phone at the same price - they would not even offer a direct replacement. They obviously do not spend any time checking or verifying these phones so there is no way I will be going through this hassle again, with most likely the exact same outcome.","R3OSN3KJJZC7ZN",,,,,,,,,,,"12","Stolen/Unverified Phone","https://www.amazon.com/gp/customer-reviews/R3OSN3KJJZC7ZN","Reviewed in the United States on September 23, 2024","1575","150",,,"Service Provider: AT&amp;T, Color: Black Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","AT&amp;T","Color","Black Titanium","Size","128GB"
"United States",,"2025-07-15",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","35",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Why did you pick this product vs others?: iPhone was stuck and hanging very bad experience","R2S68DMCXZ7LPX",,,,,,,,,,,,"iPhone no good","https://www.amazon.com/gp/customer-reviews/R2S68DMCXZ7LPX","Reviewed in the United States on July 15, 2025","1575","150",,,"Service Provider: Unlocked, Color: Natural Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Natural Titanium","Size","256GB"
"United States",,"2025-04-02",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","36",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I activated the phone and noticed I was having problems with service. I took it to the Apple Store and after running diagnostics they found the components responsible for broadband and cellular were not working. I’m not sure what the standards are for vetting renewed devices for sale but they aren’t doing much.","R319AL0U3ML6SM",,,,,,,,,,,,"CAUTION: Renewed phones may not work","https://www.amazon.com/gp/customer-reviews/R319AL0U3ML6SM","Reviewed in the United States on April 2, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","128GB"
"United States",,"2025-02-18",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","37",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I ordered the phone and it came in pretty decent condition. A few dings in the body but nothing drastic that a case could cover and protect. The biggest issue was that the phone had an aftermarket display on it.. The settings mentioned that it was a non authentic apple screen and the bezels on the thing looked huge and the panel was some cheap LCD screen instead of the 120hz OLED panel these phones are equipped with! Sending back for a refund","R2RG6H3VBVMQYP",,,,,,,,,,,,"Phone body was good, screen was bad aftermarket repair","https://www.amazon.com/gp/customer-reviews/R2RG6H3VBVMQYP","Reviewed in the United States on February 18, 2025","1575","150",,,"Service Provider: Unlocked, Color: Natural Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Natural Titanium","Size","256GB"
"United States",,"2025-05-28",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","38",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Phone came in and asking for a 6 digits code cannot setup anything stuck with phone called Amazon for help, they hung up on me need the seller to provide me with the 6 digit code","R9AA03ZZQBZC0",,,,,,,,,,,"2","Cannot set up phone asking for a 6 digits pin","https://www.amazon.com/gp/customer-reviews/R9AA03ZZQBZC0","Reviewed in the United States on May 28, 2025","1575","150",,,"Service Provider: Unlocked, Color: Natural Titanium, Size: 512GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Natural Titanium","Size","512GB"
"United States",,"2024-05-08",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","39",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","I received this phone with a dead pixel in the screen. I'm upset because its so much money to buy this phone and If I keep it I would have to pay out of pocket to fix the screen. They said they cant send me a new phone and to just order a new one.....Why would I order a new phone if you don't fix the phone you gave me. I'm upset because it was suppose to be a gift. BUYER BEWARE if the phone has something wrong with it don't try to get another one. Wouldn't recommend anyone to go with this company since they don't care about the product they give out. I wouldn't care about scratches on the phone itself but the screen is vital and wasn't expecting to maybe pay for a whole new screen.","RS2YKWUVBWSX0",,,,,,,,,,,"36","Dead Pixels","https://www.amazon.com/gp/customer-reviews/RS2YKWUVBWSX0","Reviewed in the United States on May 8, 2024","1575","150",,,"Service Provider: Unlocked, Color: Blue Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Blue Titanium","Size","256GB"
"United States",,"2025-04-19",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","40",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","This I phone 15 pro is garbage. Phone cam to me dirty and filthy. It was not refurbished. Do not buy for the seller st all. Amazon have all of the filthy pictures I up load to them. I rate this seller a _ F","R39MP4HOOL8IZJ",,,,,,,,,,,,"Not paying hard earn money for garbage","https://www.amazon.com/gp/customer-reviews/R39MP4HOOL8IZJ","Reviewed in the United States on April 19, 2025","1575","150",,,"Service Provider: Unlocked, Color: Natural Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Natural Titanium","Size","128GB"
"United States",,"2025-06-06",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","41",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Muy mal en la descripción decía que el artículo era con chip físico Y la batería llegó con 88%","R2TEU9JE6AN3EA",,,,,,,,,,,,"Al comprar pedir los detalles del artículo que sean reales","https://www.amazon.com/gp/customer-reviews/R2TEU9JE6AN3EA","Reviewed in the United States on June 6, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","128GB"
"United States",,"2025-07-12",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","42",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Received without a charger !","R3DKNWP50ZO7T6",,,,,,,,,,,,"Missing parts","https://www.amazon.com/gp/customer-reviews/R3DKNWP50ZO7T6","Reviewed in the United States on July 12, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 128GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","128GB"
"United States",,"2025-01-17",,"oneStar","https://www.amazon.com/Apple-iPhone-15-Pro-Titanium/dp/B0CMYXFK3R/ref=sr_1_1?crid=24F5GVDR2ENJE&dib=eyJ2IjoiMSJ9.pQQ0BE16mZW4hluQ9aSi7NYMve3kxynLw2T_RFO5EGSTrkZUPMJdtsi5D061hsmrb3jrw-zhFrfL6z2mObSEuDkmjqT5V6GtFt7JkoDT9qwIrYyIPwikoSDJuZSzm0gc3wfVtArc7z1_LtvQmvDCw5o26TciytkzhVGF7w6BilEUU1i_7fANqk-kloibWivGDTWvzmtrBetFVZhuel2pr1sAkAvahGHdfeWs8PU0uq4.3WY_MeuwVclFTtbt4l2YnO5Wdq_o2GWCN10aeXL2QdQ&dib_tag=se&keywords=iphone%2B15%2Bpro&qid=1752827653&sprefix=iphone%2B15%2Bp%2Caps%2C567&sr=8-1&th=1","false","true","43",,,"B0CMYXFK3R","B0CMYXFK3R","1","https://www.amazon.com/product-reviews/B0CMYXFK3R?pageNumber=1&filterByStar=one_star&sortBy=helpful&formatType=all_formats&asin=B0CMYXFK3R&reftag=cm_cr_arp_d_paging_btm_next_1&scope=reviewsAjax0","Unfortunately the phone arrived with opened screen and rear cover. It seems battery problem maybe. I brought the phone to Brazil. Asked seller about issue he said the only solution could return item for inspection. It would too expensive to do that. Manufactor waranty has been expired, the phone was purchased first time on 26th october 2023. So, not recommend this seller. Bad quality control and this phone model is a bad product, full of problems like overheating, battery swelling, etc.","R11ZRI2Z4902AU","https://m.media-amazon.com/images/I/6112uNjNJIL._SY88.jpg","https://m.media-amazon.com/images/I/61zAvTaO0ML._SY88.jpg",,,,,,,,,"2","Item damaged and no manufacter warranty","https://www.amazon.com/gp/customer-reviews/R11ZRI2Z4902AU","Reviewed in the United States on January 17, 2025","1575","150",,,"Service Provider: Unlocked, Color: Black Titanium, Size: 256GB","B0CMYXFK3R","Service Provider","Unlocked","Color","Black Titanium","Size","256GB"
